datetime,TotalActivePower,TotalReactivePower,Voltage,CurrentIntensity,Device_1,Device_2,Device_3,Rest_active_power
3/18/2016 1:00,16.556,3.6200001,14606.69,70.8,0,0,0,275.93332
3/18/2016 2:00,19.868,8.528,14684.65,89,0,35,0,296.13333
3/18/2016 3:00,17.968,5.512,14775.75,76.8,0,0,0,299.46667
3/18/2016 4:00,19.054,7.394,14755.42,86.2,0,36,0,281.56665
3/18/2016 5:00,30.58,7.24,14727.68,132.6,0,0,0,509.66666
3/18/2016 6:00,101.934,16.964,14637.95,423.2,0,23,578,1097.9
3/18/2016 7:00,180.168,8.408,14467.39,757.8,833,506,0,1663.8
3/18/2016 8:00,185.902,15.132,14410.89,785,597,1062,45,1394.3667
3/18/2016 9:00,197.552,12.61,14440.34,830.4,0,1709,1065,518.5333
3/18/2016 10:00,214.902,18.712,14201.1,919,1492,714,756,619.7
3/18/2016 11:00,140.16,24.116,14256.03,611.2,275,1301,213,547
3/18/2016 12:00,115.48,8.4800005,14283.8,486.4,33,24,1042,825.6666
3/18/2016 13:00,71.474,8.782,14506.02,304.8,536,53,28,574.23334
3/18/2016 14:00,58.594,6.928,14690.29,251.2,549,21,0,406.56665
3/18/2016 15:00,25.79,5.54,14553.53,116.6,0,24,0,405.83334
3/18/2016 16:00,24.478,6.774,14510.58,106.2,0,36,0,371.96667
3/18/2016 17:00,27.598,4.214,14445.32,121.2,0,10,0,449.96667
3/18/2016 18:00,147.26399,12.846,14257.88,631.4,305,427,694,1028.4
3/18/2016 19:00,247.488,17.008,14090.84,1061.8,909,596,654,1965.8
3/18/2016 20:00,193.058,19.532,14200.64,828.4,574,626,0,2017.6333
3/18/2016 21:00,168.552,6.028,14275.22,704.6,2,58,781,1968.2
3/18/2016 22:00,80.96,6.892,14321.05,337.19998,0,75,0,1274.3334
3/18/2016 23:00,66.746,3.174,14536.67,276.8,459,9,0,644.43335
3/19/2016 0:00,53.352,6.8,14391.69,228.40001,560,49,0,280.2
3/19/2016 1:00,47.697998,2.846,14400.93,200.4,0,10,526,258.96667
3/19/2016 2:00,20.65,7.716,14617.83,92,0,49,0,295.16666
3/19/2016 3:00,16.508,2.624,14608.08,71.2,0,9,0,266.13333
3/19/2016 4:00,17.4,3.752,14554.061,74.4,0,19,0,271
3/19/2016 5:00,17.424,4.302,14458.48,76.4,0,21,0,269.4
3/19/2016 6:00,70.752,2.864,14625.19,297.6,0,0,302,877.2
3/19/2016 7:00,118.774,6.82,14411.63,493.2,0,37,1061,881.56665
3/19/2016 8:00,113.36,2.856,14333.4,476.8,0,0,1050,839.3333
3/19/2016 9:00,104.492,7.226,14255.38,441.4,0,37,1038,666.5333
3/19/2016 10:00,97.414,2.916,14394.73,408.8,0,0,1058,565.56665
3/19/2016 11:00,68.084,4.144,14394.41,291.2,0,7,351,776.73334
3/19/2016 12:00,28.61,7.15,14423.75,125.8,0,30,0,446.83334
3/19/2016 13:00,28.624,4.08,14494.55,121.6,0,0,107,370.06665
3/19/2016 14:00,110.55,10.636,14402.6,461,0,36,1061,745.5
3/19/2016 15:00,93.114,2.782,14516.4,383,0,0,1076,475.9
3/19/2016 16:00,91.868004,6.054,14560.07,375.80002,0,25,1082,424.13333
3/19/2016 17:00,84.028,5.244,14462.7,345,0,11,1068,321.46667
3/19/2016 18:00,87.82,3.2120001,14319.12,365.6,0,0,1048,415.66666
3/19/2016 19:00,204.394,18.076,14124.91,870.8,0,500,1020,1886.5667
3/19/2016 20:00,246.124,12.448,14209.4,1040.6,331,782,1032,1957.0667
3/19/2016 21:00,237.238,11.312,14271.22,998.60004,237,1013,1041,1662.9667
3/19/2016 22:00,125.28,3.888,14341.5,524,520,36,197,1335
3/19/2016 23:00,68.96,5.016,14743.78,282.4,0,15,0,1134.3334
3/20/2016 0:00,18.742,6.522,14642.16,81,0,25,0,287.36667
3/20/2016 1:00,38.302002,2.812,14571.15,158.8,0,0,371,267.36667
3/20/2016 2:00,36.484,6.638,14752.76,151.8,0,35,294,279.06668
3/20/2016 3:00,17.23,4.332,14749.14,74.4,0,0,0,287.16666
3/20/2016 4:00,17.798,5.44,14682.12,76.2,0,34,0,262.63333
3/20/2016 5:00,16.404,3.034,14617.03,68.6,0,1,0,272.4
3/20/2016 6:00,62.088,5.416,14710.66,260.8,0,0,318,716.8
3/20/2016 7:00,118.418,5.4639997,14379.46,490.2,0,34,1057,882.63336
3/20/2016 8:00,151.274,3.424,14150.09,638.6,0,0,1024,1497.2334
3/20/2016 9:00,121.974,6.526,14231.46,515.2,0,35,1035,962.9
3/20/2016 10:00,140.054,3.788,14236.09,596,672,0,1036,626.23334
3/20/2016 11:00,122.718,9.256,14277.8,527.8,427,8,1042,568.3
3/20/2016 12:00,98.476,6.1,14462.8,410.2,0,26,1068,547.26666
3/20/2016 13:00,50.282,3.9980001,14514.11,208,0,0,550,288.03333
3/20/2016 14:00,19.494,7.674,14649.31,88.6,0,35,0,289.9
3/20/2016 15:00,16.992,3.878,14639.05,73.2,0,0,0,283.2
3/20/2016 16:00,23.852,7.632,14604.73,106,0,15,0,382.53333
3/20/2016 17:00,18.396,4.722,14461.83,80.6,0,19,0,287.6
3/20/2016 18:00,60.276,6.794,14336.95,257.4,328,0,0,676.6
3/20/2016 19:00,191.108,23.622,14155.88,832,1142,548,0,1495.1333
3/20/2016 20:00,137.566,12.718,14202.48,583.6,40,33,346,1873.7667
3/20/2016 21:00,317.562,12.084,14091.04,1353,546,1154,1015,2577.7
3/20/2016 22:00,205.292,9.348,14180.78,874.8,590,798,1029,1004.5333
3/20/2016 23:00,85.446,3.648,14475.64,351,0,37,1070,317.1
3/21/2016 0:00,83.778,5.45,14503.46,343.8,0,43,1074,279.3
3/21/2016 1:00,81.642,3.596,14443.36,335.8,0,13,1065,282.7
3/21/2016 2:00,28.154,3.874,14666.9,118.799995,0,16,182,271.23334
3/21/2016 3:00,18.902,6.126,14691.36,83.2,0,40,0,275.03333
3/21/2016 4:00,17.038,3.38,14769.43,72.8,0,10,0,273.96667
3/21/2016 5:00,18.94,6.2860003,14713.02,82,0,43,0,272.66666
3/21/2016 6:00,37.502,3.496,14544.1,162.4,0,0,0,625.0333
3/21/2016 7:00,76.48,4.528,14371.08,320.8,0,19,449,806.6667
3/21/2016 8:00,93.606,4.266,14258.45,391.8,0,16,1039,505.09998
3/21/2016 9:00,79.962,3.02,14349.87,329.4,0,0,1053,279.69998
3/21/2016 10:00,85.192,6.802,14264.59,356.2,0,33,1039,347.86667
3/21/2016 11:00,112.102,10.096,14207.689,474.4,0,0,1032,836.36664
3/21/2016 12:00,145.642,10.53,14288.9,613.8,835,26,1044,522.36664
3/21/2016 13:00,104.774,7.672,14400.12,438,175,7,1059,505.23334
3/21/2016 14:00,84.446,3.176,14672.16,341.2,0,0,1099,308.43332
3/21/2016 15:00,72.48,9.968,14652.31,301.6,0,361,432,415
3/21/2016 16:00,51.66,4.928,14644.09,213.6,0,89,0,772
3/21/2016 17:00,112.78,8.008,14484.99,469.8,0,1076,0,803.6667
3/21/2016 18:00,61.594,6.446,14403.7705,266.6,0,610,0,416.56665
3/21/2016 19:00,182.548,6.486,14080.94,778.2,0,56,635,2351.4666
3/21/2016 20:00,151.894,7.438,14271.64,644.8,0,25,156,2350.5667
3/21/2016 21:00,114.564,4.0099998,14333.79,483.6,0,104,0,1805.4
3/21/2016 22:00,174.732,7.076,14404.21,729.4,565,408,624,1315.2
3/21/2016 23:00,151.68001,6.172,14600.54,629.6,290,1138,353,747
3/22/2016 0:00,124.262,7.992,14551.84,513.6,353,338,1081,299.03333
3/22/2016 1:00,34.336,3.982,14576.8,142.4,0,37,255,280.26666
3/22/2016 2:00,18.168,5.668,14784.55,78,0,47,0,255.8
3/22/2016 3:00,17.178,3.672,14803.74,72.2,0,10,0,276.3
3/22/2016 4:00,17.072,3.638,14727.75,72,0,24,0,260.53333
3/22/2016 5:00,17.856,4.708,14721.55,76.4,0,32,0,265.6
3/22/2016 6:00,78.278,3.334,14608.22,327.2,0,10,247,1047.6333
3/22/2016 7:00,137.006,6.116,14360.57,571.4,0,39,1053,1191.4333
3/22/2016 8:00,96.54,5.118,14462.75,397.4,0,0,1069,540
3/22/2016 9:00,82.476,6.268,14425.98,340.8,0,31,1063,280.6
3/22/2016 10:00,79.828,4.614,14336.63,328.8,0,2,1050,278.46667
3/22/2016 11:00,76.138,3.5839999,14348.08,316.6,0,0,975,293.96667
3/22/2016 12:00,17.558,4.846,14542.83,74.8,0,33,0,259.63333
3/22/2016 13:00,17.572,3.484,14597.11,74.2,0,0,0,292.86667
3/22/2016 14:00,27.22,5.354,14695.5,118,0,34,0,419.66666
3/22/2016 15:00,20.898,4.77,14622.8,87.6,0,0,0,348.30002
3/22/2016 16:00,27.522,5.826,14632.22,118.2,0,14,0,444.7
3/22/2016 17:00,55.016,4.414,14560.89,225.8,0,19,630,267.93332
3/22/2016 18:00,34.35,4.75,14552.94,143.8,0,0,130,442.5
3/22/2016 19:00,92.956,5.634,14133.4,395.19998,0,33,0,1516.2667
3/22/2016 20:00,22.928,3.6460001,14188.7705,100.799995,0,0,0,382.13333
3/22/2016 21:00,155.478,4.376,14142.07,659.8,0,30,795,1766.2999
3/22/2016 22:00,120.226,3.732,14234.18,503.6,0,3,1036,964.76666
3/22/2016 23:00,84.116,4.3,14528.31,342.6,0,0,1078,323.93332
3/23/2016 0:00,83.548004,5.002,14579.28,338.6,0,33,1085,274.46667
3/23/2016 1:00,58.7,3.47,14573.38,238,0,0,708,270.33334
3/23/2016 2:00,17.406,5.49,14721.63,73.6,0,34,0,256.1
3/23/2016 3:00,15.972,3.362,14733.16,66.4,0,0,0,266.2
3/23/2016 4:00,16.056,3.532,14659.47,65.8,0,4,0,263.6
3/23/2016 5:00,16.588,4.394,14608.6,68.6,0,29,0,247.46667
3/23/2016 6:00,73.336,4.416,14608.36,301.2,0,0,676,546.26666
3/23/2016 7:00,118.164,7.814,14430.81,493.4,0,33,1064,872.39996
3/23/2016 8:00,78.348,2.344,14333.29,323,0,0,1050,255.8
3/23/2016 9:00,80.222,4.894,14235,334.8,0,16,1036,285.03333
3/23/2016 10:00,34.748,4.2,14317.91,145.2,0,17,302,260.13333
3/23/2016 11:00,16.3,3.832,14563.75,68.4,0,0,0,271.66666
3/23/2016 12:00,18.982,7.58,14605.28,82,0,34,0,282.36667
3/23/2016 13:00,15.532,3.134,14605.22,62.8,0,0,0,258.86667
3/23/2016 14:00,18.646,7.092,14610.94,81.4,0,24,0,286.76666
3/23/2016 15:00,17.41,5.854,14713.77,75.8,0,10,0,280.16666
3/23/2016 16:00,32.565998,3.3700001,14722.7,129.8,0,0,0,542.76666
3/23/2016 17:00,44.868,7.64,14602.13,187,0,34,103,610.8
3/23/2016 18:00,84.036,7.416,14335.08,350.2,0,0,571,829.6
3/23/2016 19:00,96.56,11.502,14124.82,416.4,0,30,0,1579.3334
3/23/2016 20:00,130.42,3.132,14160.32,554,531,4,796,842.6666
3/23/2016 21:00,91.392,2.862,14261,387.8,71,0,695,757.2
3/23/2016 22:00,104.462,3.698,14318.45,446.80002,525,191,283,742.0333
3/23/2016 23:00,44.746002,3.458,14545.14,186.4,0,284,0,461.76666
3/24/2016 0:00,16.704,4.402,14529.43,70.6,0,35,0,243.4
3/24/2016 1:00,45.318,4.406,14477.74,187.2,0,0,482,273.3
3/24/2016 2:00,24.374,3.198,14726.48,100.4,0,0,149,257.23334
3/24/2016 3:00,16.91,5.086,14735.64,70.6,0,34,0,247.83333
3/24/2016 4:00,16.192,3.804,14634.87,68.4,0,0,0,269.86667
3/24/2016 5:00,17.65,6.03,14615.61,76,0,35,0,259.16666
3/24/2016 6:00,14.714,1.88,14543.39,59,0,0,0,245.23334
3/24/2016 7:00,58.524,3.508,14385.39,250.4,0,0,389,586.4
3/24/2016 8:00,92.422,5.256,14300.71,393,0,557,513,470.36667
3/24/2016 9:00,151.052,5.73,14273.45,636.4,0,794,1042,681.5333
3/24/2016 10:00,118.922,13.744,14345.52,497.4,0,65,1051,866.0333
3/24/2016 11:00,99.124,8.456,14339.01,413.6,0,10,1051,591.06665
3/24/2016 12:00,127.708,17.45,14260.49,541.8,0,505,1039,584.4667
3/24/2016 13:00,117.766,8.058,14376.31,490.8,0,226,1056,680.76666
3/24/2016 14:00,157.54199,7.444,14498.7,657.4,655,329,1074,567.7
3/24/2016 15:00,194.714,10.052,14453.87,814.6,611,878,1067,689.23334
3/24/2016 16:00,148.896,7.746,14501.32,618.4,0,426,1074,981.6
3/24/2016 17:00,144.558,5.336,14366.52,603.6,0,51,1055,1303.3
3/24/2016 18:00,181.392,7.604,14293.68,766.8,0,286,1044,1693.2001
3/24/2016 19:00,300.952,12.72,13885.2,1301.8,47,1425,986,2557.8667
3/24/2016 20:00,233.268,18.412,14011.13,1003.6,860,66,1005,1956.8
3/24/2016 21:00,194.418,11.134,14079.58,827.8,351,18,1013,1858.3
3/24/2016 22:00,247.072,14.354,14207.31,1046.8,571,47,242,3257.8667
3/24/2016 23:00,248.238,5.214,14333.09,1036.4,612,10,1050,2465.3
3/25/2016 0:00,142.592,5.282,14332.15,592.6,0,35,30,2311.5332
3/25/2016 1:00,139.358,5.83,14234.13,583.4,0,21,0,2301.6333
3/25/2016 2:00,141.584,4.464,14450.31,583.6,0,10,0,2349.7334
3/25/2016 3:00,141.5,4.352,14455.86,583,0,10,0,2348.3333
3/25/2016 4:00,143.526,5.834,14485.04,589.4,0,36,0,2356.1
3/25/2016 5:00,150.078,3.864,14442.86,619.6,0,0,0,2501.3
3/25/2016 6:00,174.07,4.916,14430.55,718.8,0,35,0,2866.1667
3/25/2016 7:00,139.328,3.15,14339.79,578.4,0,0,0,2322.1333
3/25/2016 8:00,172.674,3.92,14415.85,714.2,0,13,526,2338.9
3/25/2016 9:00,160.908,10.176,14344.57,672,0,21,0,2660.8
3/25/2016 10:00,123.408,6.5360003,14214.6,518,0,0,510,1546.8
3/25/2016 11:00,40.588,8.216,14393.35,180,0,34,250,392.46667
3/25/2016 12:00,112.056,20.83,14433.83,484,1098,0,0,769.6
3/25/2016 13:00,106.69,21.186,14639.15,449.8,360,29,801,588.1667
3/25/2016 14:00,149.732,18.576,14662.69,622.4,505,318,936,736.5333
3/25/2016 15:00,109.306,16.608,14636.04,454,110,164,878,669.76666
3/25/2016 16:00,135.082,17.682,14542.07,571,512,1096,0,643.3667
3/25/2016 17:00,22.962,6.022,14576.43,99,0,1,17,364.7
3/25/2016 18:00,75.18,15.154,14414.62,327.6,0,284,244,725
3/25/2016 19:00,224.7,15.024,14141.56,962.2,1000,183,1023,1539
3/25/2016 20:00,266.806,12.186,14129.79,1138,450,910,1021,2065.7666
3/25/2016 21:00,211.232,8.91,14259.69,889.8,310,329,1039,1842.5333
3/25/2016 22:00,169.084,10.724,14177.96,716.2,285,71,1028,1434.0667
3/25/2016 23:00,85.96,6.682,14491.35,353,0,0,1072,360.66666
3/26/2016 0:00,75.858,7.3320003,14473.811,313.4,0,35,949,280.3
3/26/2016 1:00,17.864,6.034,14586.17,78.4,0,0,0,297.73334
3/26/2016 2:00,19.626,9.032,14829.15,89.4,0,30,0,297.1
3/26/2016 3:00,16.416,4.122,14732.74,73.4,0,5,0,268.6
3/26/2016 4:00,16.706,4.308,14651.61,71.4,0,0,0,278.43335
3/26/2016 5:00,19.414,8.348,14512.63,90.6,0,34,0,289.56668
3/26/2016 6:00,35.072,4.052,14595.24,153.6,0,0,57,527.5333
3/26/2016 7:00,153.456,8.254,14419.78,637.2,0,33,1063,1461.6
3/26/2016 8:00,94.582,4.32,14362.12,392.6,0,0,1054,522.36664
3/26/2016 9:00,111.912,7.654,14347.17,470.8,0,11,1052,802.2
3/26/2016 10:00,95.95,5.606,14364.05,406.8,0,23,1054,522.1667
3/26/2016 11:00,93.934,3.482,14320.55,397.80002,0,0,1047,518.56665
3/26/2016 12:00,60.228,7.374,14349.8,266,0,34,378,591.8
3/26/2016 13:00,76.194,10.128,14450.74,320.8,0,0,751,518.89996
3/26/2016 14:00,53.052002,7.284,14644.81,224.2,0,27,568,289.2
3/26/2016 15:00,17.624,5.498,14640.22,78.4,0,8,0,285.73334
3/26/2016 16:00,18.508,6.874,14690.38,83.4,0,0,0,308.46667
3/26/2016 17:00,19.262,8.104,14507.89,85.6,0,35,0,286.03333
3/26/2016 18:00,22.528,6.744,14382.39,101.2,0,0,0,375.46667
3/26/2016 19:00,55.352,16.368,14263.06,241.59999,0,35,0,887.5333
3/26/2016 20:00,129.944,5.586,14122.16,553,418,0,575,1172.7334
3/26/2016 21:00,106.23,4.76,14207.65,450.6,148,20,548,1054.5
3/26/2016 22:00,83.068,4.31,14477.23,345.8,522,14,0,848.4667
3/26/2016 23:00,23.302,5.392,14593.66,97.6,0,0,0,388.36667
3/27/2016 0:00,18.53,6.054,14378.29,82.2,0,35,0,273.83334
3/27/2016 1:00,15.862,2.8,14279.68,70.2,0,0,0,264.36667
3/27/2016 2:00,28.108,6.886,14517.4,122,0,34,150,284.46667
3/27/2016 3:00,44.036,3.44,14490.17,185,0,0,458,275.93335
3/27/2016 4:00,17.53,4.87,14491.03,78,0,14,0,278.16666
3/27/2016 5:00,17.092,4.35,14412.25,74.4,0,20,0,264.86667
3/27/2016 6:00,35.672,4.58,14505.3,157.6,0,0,0,594.5333
3/27/2016 7:00,77.096,7.908,14444.23,322.2,0,34,452,798.93335
3/27/2016 8:00,79.754,2.984,14334.14,328.6,0,0,1049,280.23334
3/27/2016 9:00,29.364,5.602,14329.57,126.2,0,31,188,270.4
3/27/2016 10:00,16.772,4.01,14384.08,74.6,0,3,0,276.53333
3/27/2016 11:00,17.028,4.414,14389.54,75.8,0,2,0,281.8
3/27/2016 12:00,17.934,5.73,14511.03,77.6,0,32,0,266.9
3/27/2016 13:00,16.34,3.61,14648.56,71,0,0,0,272.33334
3/27/2016 14:00,19.812,8.568,14740.19,87.799995,0,35,0,295.2
3/27/2016 15:00,17.582,5.236,14680.99,76.4,0,0,0,293.03333
3/27/2016 16:00,24.326,5.562,14546.35,107,0,28,106,271.43335
3/27/2016 17:00,48.622,3.674,14466.38,202.8,0,7,531,272.36667
3/27/2016 18:00,28.844,8.926001,14360.68,127.6,0,2,0,478.73334
3/27/2016 19:00,94.896,19.736,14285.0205,410.6,0,611,0,970.6
3/27/2016 20:00,172.48,6.39,14047.13,746,0,757,479,1638.6666
3/27/2016 21:00,174.2,9.724,14175.44,745.2,0,1305,284,1314.3334
3/27/2016 22:00,73.096,8.738,14482.59,305.2,0,37,0,1181.2667
3/27/2016 23:00,20.164,7.934,14566.81,93,0,32,0,304.06665
3/28/2016 0:00,17.568,5.2,14586.23,78.2,0,27,0,265.8
3/28/2016 1:00,55.444,3.818,14437.89,232.59999,0,14,642,268.06668
3/28/2016 2:00,20.702,9.722,14603.61,96.8,0,43,0,302.03333
3/28/2016 3:00,17.058,3.786,14637.43,75.6,0,10,0,274.3
3/28/2016 4:00,18.722,6.668,14562.86,85.8,0,47,0,265.03333
3/28/2016 5:00,17.074,4.904,14526.08,76.8,0,0,0,284.56668
3/28/2016 6:00,72.916,8.144,14458.1,303.6,0,36,583,596.26666
3/28/2016 7:00,144.516,4.57,14361.44,607.2,18,0,1054,1336.6
3/28/2016 8:00,126.486,6.244,14348.73,529.2,530,20,1052,506.1
3/28/2016 9:00,116.05,7.852,14270.2,488.80002,574,15,1041,304.16666
3/28/2016 10:00,81.43,3.422,14273.2705,338.6,0,0,1040,317.16666
3/28/2016 11:00,114.206,7.034,14293.56,480,0,531,1044,328.43335
3/28/2016 12:00,84.673996,5.71,14417.66,349.6,0,22,1062,327.23334
3/28/2016 13:00,142.564,8.774,14463.58,594.6,0,924,1068,384.06668
3/28/2016 14:00,199.692,8.08,14556.66,828.4,0,1940,1081,307.2
3/28/2016 15:00,132.212,12.316,14534.36,550.6,0,566,1078,559.5333
3/28/2016 16:00,187.592,9.364,14422.74,785.6,0,1848,947,331.53333
3/28/2016 17:00,51.664,11.278,14539.74,230,0,556,0,305.06668
3/28/2016 18:00,23.142,5.75,14462.34,103.8,0,4,0,381.7
3/28/2016 19:00,160.692,21.618,14110.47,694.2,0,485,273,1920.2
3/28/2016 20:00,165.178,14.012,14025.74,709.2,0,0,493,2259.9666
3/28/2016 21:00,245.376,11.112,14168.8,1041.4,0,1048,828,2213.6
3/28/2016 22:00,115.37,5.77,14501.15,483,0,312,602,1008.8334
3/28/2016 23:00,23.57,11.37,14677.6,107,0,79,0,313.83334
3/29/2016 0:00,18.82,6.474,14625.6,82.4,0,10,0,303.66666
3/29/2016 1:00,20.54,9.218,14608.55,94.2,0,49,0,293.33334
3/29/2016 2:00,18.504,6.164,14701.25,81.4,0,10,0,298.4
3/29/2016 3:00,20.596,9.278,14645.24,93.6,0,49,0,294.26666
3/29/2016 4:00,18.368,5.708,14574.38,80.8,0,10,0,296.13333
3/29/2016 5:00,53.582,6.042,14475.6,223.2,0,37,583,273.03333
3/29/2016 6:00,93.578,7.726,14455.68,395.2,0,5,615,939.63336
3/29/2016 7:00,132.664,6.974,14245.98,556.2,0,14,1037,1160.0667
3/29/2016 8:00,83.114,8.532,14280.47,347.6,0,24,1041,320.23334
3/29/2016 9:00,80.366,4.22,14347.71,332.6,0,0,1052,287.43332
3/29/2016 10:00,43.464,8.984,14336.74,187.4,0,35,387,302.4
3/29/2016 11:00,17.378,5.196,14291.53,76.2,0,0,0,289.63333
3/29/2016 12:00,19.564,8.384,14488.96,91,0,36,0,290.06665
3/29/2016 13:00,17.708,5.654,14562.22,77.2,0,0,0,295.13333
3/29/2016 14:00,19.522,8.264,14510.48,88.6,0,29,0,296.36667
3/29/2016 15:00,18.008,5.452,14330.37,78,0,7,0,293.13333
3/29/2016 16:00,18.16,5.466,14533.5,79.4,0,7,0,295.66666
3/29/2016 17:00,39.336,7.9760003,14426.5205,170.2,0,29,229,397.6
3/29/2016 18:00,107.884,11.906,14318.09,452.2,0,0,1048,750.06665
3/29/2016 19:00,156.4,17.832,14326.2,656.4,0,36,1048,1522.6666
3/29/2016 20:00,181.162,16.08,14214.42,764.4,19,0,1032,1968.3667
3/29/2016 21:00,202.316,14.272,14255.11,850.8,541,53,1038,1739.9333
3/29/2016 22:00,157.904,7.868,14304.54,661.8,602,20,1046,963.73334
3/29/2016 23:00,51.468,5.026,14513.69,213.8,0,0,568,289.8
3/30/2016 0:00,20.904,10.744,14557.49,95,0,52,0,296.4
3/30/2016 1:00,18.704,7.192,14606.67,82.8,0,10,0,301.73334
3/30/2016 2:00,18.152,6.374,14658.08,80.2,0,0,0,302.53333
3/30/2016 3:00,20.992,11.066,14628.95,98,0,49,0,300.86667
3/30/2016 4:00,17.82,6.02,14573.58,78.2,0,16,0,281
3/30/2016 5:00,17.748,5.556,14498.02,79,0,0,0,295.8
3/30/2016 6:00,67.678,8.156,14519.9,288.4,0,27,282,818.9667
3/30/2016 7:00,150.798,12.086,14248,634.4,0,34,1038,1441.3
3/30/2016 8:00,120.434,6.51,14302.25,502.2,0,0,1045,962.23334
3/30/2016 9:00,84.292,5.28,14237.17,354.4,0,2,1036,366.86667
3/30/2016 10:00,88.81,10.678,14264.05,380.80002,0,55,685,740.1666
3/30/2016 11:00,33.248,5.608,14371.78,159.2,0,0,0,554.13336
3/30/2016 12:00,55.79,5.244,14462.96,243,0,0,324,605.8333
3/30/2016 13:00,92.164,10.384,14444.61,384.2,0,57,1065,414.06668
3/30/2016 14:00,56.354,6.782,14611.42,232,0,5,621,313.23334
3/30/2016 15:00,17.768,5.918,14667.7,78.6,0,0,0,296.13333
3/30/2016 16:00,18.934,7.5820003,14606.65,84.6,0,28,0,287.56668
3/30/2016 17:00,27.962,10.1779995,14611.46,129.8,0,32,0,434.03333
3/30/2016 18:00,20.868,4.626,14632.58,93.4,0,0,0,347.8
3/30/2016 19:00,60.556,7.68,14397.46,260,0,0,0,1009.26666
3/30/2016 20:00,132.824,8.792,14136.45,569.8,501,60,732,920.73334
3/30/2016 21:00,130.98601,3.354,14174.53,558.4,71,0,1027,1085.1
3/30/2016 22:00,95.174,3.79,14290.05,414.4,522,0,362,702.23334
3/30/2016 23:00,33.434,11.528,14594.68,152.2,0,41,0,516.23334
3/31/2016 0:00,22.48,6.342,14643.77,102.6,0,19,0,355.66666
3/31/2016 1:00,21.892,4.906,14600.82,99.2,0,0,0,364.86667
3/31/2016 2:00,96.44,6.952,14568.63,403.6,0,7,555,1045.3334
3/31/2016 3:00,147.384,7.626,14401.67,611.6,0,51,0,2405.4
3/31/2016 4:00,144.554,2.8960001,14409.25,598.8,0,0,0,2409.2334
3/31/2016 5:00,145.02,4.91,14343.09,605.4,0,0,0,2417
3/31/2016 6:00,148.892,8.06,14457.91,615.6,0,47,0,2434.5334
3/31/2016 7:00,179.67,4.608,14333.51,754.4,0,10,593,2391.5
3/31/2016 8:00,140.838,7.284,14243.83,600.4,0,504,855,988.3
3/31/2016 9:00,121.92,5.932,14174.48,520.2,0,109,1027,896
3/31/2016 10:00,309.664,31.19,14049.74,1334.6,1505,1578,1009,1069.0667
3/31/2016 11:00,111.372,10.398,14314.92,469.4,2,249,1048,557.2
3/31/2016 12:00,90.66,4.63,14369.86,377,0,37,1055,419
3/31/2016 13:00,103.2,11.81,14352.9,433,0,40,1052,628
3/31/2016 14:00,137.168,9.93,14438.29,575.2,497,43,1065,681.13336
3/31/2016 15:00,154.074,8.2560005,14381.1,647.6,165,550,1057,795.89996
3/31/2016 16:00,132.63,7.246,14340.16,556.4,440,115,1050,605.5
3/31/2016 17:00,122.844,10.382,14349.6,516.4,0,412,1052,583.4
3/31/2016 18:00,243.67,5.736,14251.89,1025.6,0,1496,1038,1527.1666
3/31/2016 19:00,208.396,17.312,14265.9,879.8,0,661,1040,1772.2667
3/31/2016 20:00,285.962,24.73,14129.74,1218.8,0,1624,1021,2121.0334
3/31/2016 21:00,153.58,17.14,14262.71,646.8,0,64,1039,1456.6666
3/31/2016 22:00,138.604,5.184,14388.23,574,0,36,1058,1216.0667
3/31/2016 23:00,148.596,8.044,14463.51,614.8,11,55,1068,1342.6
4/1/2016 0:00,139.47,7.684,14426.83,578.6,507,31,1063,723.5
4/1/2016 1:00,118.386,3.624,14373.25,492.6,580,0,1055,338.09998
4/1/2016 2:00,106.388,6.468,14561.59,438,0,42,1083,648.1333
4/1/2016 3:00,69.566,5.178,14593.23,287,0,21,777,361.43335
4/1/2016 4:00,17.58,3.426,14602.03,75.2,0,0,0,293
4/1/2016 5:00,18.21,5.158,14548.68,76.8,0,37,0,266.5
4/1/2016 6:00,19.372,6.976,14616.89,85.4,0,24,0,298.86667
4/1/2016 7:00,55.174,3.17,14642.06,230.4,0,0,330,589.56665
4/1/2016 8:00,142.744,7.506,14476.47,594.2,0,27,1070,1282.0667
4/1/2016 9:00,99.002,6.546,14377.79,411.80002,0,30,1056,564.0333
4/1/2016 10:00,113.526,3.21,14367.72,475.6,0,0,1055,837.10004
4/1/2016 11:00,109.322,4.78,14283.42,462.8,0,14,1042,766.0333
4/1/2016 12:00,93.992,8.9140005,14321.84,397.4,0,43,924,599.5333
4/1/2016 13:00,83.52,3.496,14419.46,345.4,0,0,1062,330
4/1/2016 14:00,87.348,3.62,14565.72,359.2,0,0,1083,372.8
4/1/2016 15:00,87.934,7.512,14513.53,362,0,58,1076,331.56668
4/1/2016 16:00,20.986,4.702,14385.04,88.8,0,0,4,345.76666
4/1/2016 17:00,231.606,14.472,14066.17,996.2,1841,850,604,565.10004
4/1/2016 18:00,215.856,21.72,14132.55,930.2,623,1205,1021,748.6
4/1/2016 19:00,198.776,19.473999,14066.99,856.6,0,1235,1012,1065.9333
4/1/2016 20:00,132.59,11.488,14193.68,565.6,0,79,1029,1101.8334
